"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
1412,0.267,0,0.231,0.411,0.091
1413,0.797,0,0.002,0.133,0.068
1414,0.566,0.001,0.02,0.334,0.079
1415,0.48,0.003,0.026,0.046,0.445
1416,0.24,0.02,0.092,0.419,0.229
1417,0.553,0.001,0.025,0.323,0.098
1418,0.625,0,0.014,0.266,0.095
1419,0.649,0,0.007,0.234,0.11
1420,0.006,0.03,0.139,0.035,0.79
1421,0.205,0.002,0.039,0.649,0.105
1422,0.592,0,0.015,0.282,0.111
1423,0,0.011,0.088,0.004,0.897
1424,0.416,0.014,0.042,0.302,0.226
1425,0.556,0,0.021,0.127,0.296
1426,0.257,0.006,0.074,0.181,0.482
1427,0.271,0,0.062,0.442,0.225
1428,0.005,0.024,0.169,0.013,0.789
1429,0.586,0,0.004,0.207,0.203
1430,0.089,0.001,0.154,0.383,0.373
1431,0,0.013,0.059,0.006,0.922
1432,0.632,0.002,0.02,0.129,0.217
1433,0.691,0.008,0.027,0.036,0.238
1434,0.575,0,0.084,0.139,0.202
1435,0.071,0.006,0.286,0.044,0.593
1436,0.312,0.005,0.089,0.514,0.08
1437,0.243,0,0.04,0.418,0.299
1438,0.024,0.018,0.179,0.031,0.748
1439,0.722,0.006,0.013,0.028,0.231
1440,0.734,0,0.006,0.166,0.094
1441,0.001,0.025,0.094,0.01,0.87
1442,0.515,0,0.044,0.254,0.187
1443,0.006,0.014,0.059,0.054,0.867
1444,0.009,0.017,0.25,0.01,0.714
1445,0.851,0.004,0.008,0.025,0.112
1446,0.486,0,0.022,0.182,0.31
1447,0.31,0.001,0.059,0.4,0.23
1448,0.033,0.166,0.413,0.007,0.381
1449,0.553,0,0.005,0.16,0.282
1450,0.333,0,0.005,0.016,0.646
1451,0.82,0,0.016,0.052,0.112
1452,0.003,0.021,0.049,0.021,0.906
1453,0.003,0.049,0.035,0.036,0.877
1454,0.607,0,0.023,0.064,0.306
1455,0.278,0.001,0.066,0.563,0.092
1456,0.009,0.088,0.191,0.053,0.659
1457,0.7,0,0.036,0.197,0.067
1458,0.514,0,0.03,0.199,0.257
1459,0.136,0.014,0.057,0.597,0.196
1460,0.758,0,0.008,0.105,0.129
1461,0.132,0.056,0.079,0.031,0.702
1462,0.333,0.001,0.038,0.462,0.166
1463,0.19,0.015,0.088,0.473,0.234
1464,0,0.03,0.081,0.005,0.884
1465,0.195,0,0.055,0.514,0.236
1466,0.235,0.002,0.032,0.544,0.187
1467,0.36,0,0.065,0.47,0.105
1468,0.67,0.001,0.02,0.02,0.289
1469,0.82,0,0.003,0.126,0.051
1470,0.693,0,0.003,0.213,0.091
1471,0.591,0.001,0.038,0.334,0.036
1472,0.456,0,0.083,0.162,0.299
1473,0.048,0.01,0.159,0.071,0.712
1474,0.038,0.007,0.153,0.441,0.361
1475,0.019,0.007,0.085,0.019,0.87
1476,0.283,0.001,0.068,0.41,0.238
1477,0.702,0,0.006,0.08,0.212
1478,0.804,0.001,0.022,0.06,0.113
1479,0.407,0,0.029,0.316,0.248
1480,0.056,0.08,0.048,0.039,0.777
1481,0.008,0.011,0.202,0.015,0.764
1482,0.521,0,0.107,0.31,0.062
1483,0.546,0,0.033,0.317,0.104
1484,0.335,0,0.044,0.3,0.321
1485,0.002,0.009,0.134,0.007,0.848
1486,0.336,0,0.029,0.584,0.051
1487,0.168,0,0.049,0.494,0.289
1488,0.597,0.002,0.009,0.23,0.162
1489,0.549,0.001,0.017,0.308,0.125
1490,0,0.013,0.106,0.005,0.876
1491,0.76,0,0.017,0.047,0.176
1492,0.212,0.003,0.051,0.311,0.423
1493,0.11,0.02,0.041,0.017,0.812
1494,0.65,0,0.007,0.11,0.233
1495,0.02,0.014,0.356,0.02,0.59
1496,0.019,0.01,0.227,0.1,0.644
1497,0.916,0,0.004,0.053,0.027
1498,0.138,0.005,0.027,0.24,0.59
1499,0.199,0.004,0.089,0.222,0.486
1500,0.586,0,0.009,0.199,0.206
1501,0.292,0,0.02,0.115,0.573
1502,0.521,0.037,0.123,0.055,0.264
1503,0.271,0,0.039,0.436,0.254
1504,0.433,0,0.051,0.374,0.142
1505,0.458,0.002,0.064,0.351,0.125
1506,0.122,0.016,0.148,0.456,0.258
1507,0.154,0.003,0.089,0.326,0.428
1508,0.53,0,0.019,0.048,0.403
1509,0.047,0.001,0.176,0.216,0.56
1510,0.235,0.001,0.154,0.429,0.181
1511,0.001,0.019,0.119,0.009,0.852
1512,0.489,0,0.033,0.332,0.146
1513,0.87,0.001,0.006,0.025,0.098
1514,0.02,0.03,0.383,0.037,0.53
1515,0.285,0,0.087,0.379,0.249
1516,0.006,0.026,0.128,0.018,0.822
1517,0.659,0.002,0.014,0.115,0.21
1518,0.069,0.005,0.173,0.027,0.726
1519,0.76,0,0.011,0.151,0.078
1520,0.382,0,0.111,0.322,0.185
1521,0.186,0.01,0.134,0.17,0.5
1522,0.529,0,0.033,0.335,0.103
1523,0,0.038,0.048,0.018,0.896
1524,0.548,0,0.022,0.313,0.117
1525,0.697,0.007,0.03,0.04,0.226
1526,0,0.017,0.112,0.017,0.854
1527,0.022,0.008,0.042,0.17,0.758
1528,0.594,0,0.007,0.328,0.071
1529,0.572,0.001,0.035,0.169,0.223
1530,0.465,0,0.034,0.258,0.243
1531,0,0.038,0.257,0.39,0.315
1532,0.635,0.001,0.009,0.061,0.294
1533,0.029,0.001,0.113,0.261,0.596
1534,0.083,0.028,0.113,0.16,0.616
1535,0.2,0.031,0.131,0.105,0.533
1536,0.509,0,0.027,0.147,0.317
1537,0.504,0.001,0.023,0.102,0.37
1538,0.56,0,0.034,0.308,0.098
1539,0.642,0.001,0.036,0.195,0.126
1540,0.3,0,0.114,0.342,0.244
1541,0.835,0,0.002,0.118,0.045
1542,0.477,0,0.014,0.058,0.451
1543,0.015,0.024,0.07,0.165,0.726
1544,0.646,0,0.004,0.279,0.071
1545,0.729,0.149,0.009,0.021,0.092
1546,0.691,0,0.005,0.204,0.1
1547,0.055,0.001,0.147,0.419,0.378
1548,0.648,0,0.034,0.128,0.19
1549,0.328,0,0.138,0.25,0.284
1550,0.269,0,0.077,0.465,0.189
1551,0.002,0.021,0.147,0.012,0.818
1552,0.353,0.008,0.046,0.337,0.256
1553,0.757,0,0.004,0.166,0.073
1554,0.606,0.003,0.003,0.332,0.056
1555,0.448,0,0.012,0.469,0.071
1556,0.014,0.005,0.115,0.055,0.811
1557,0.601,0.001,0.016,0.327,0.055
1558,0.289,0,0.035,0.41,0.266
1559,0.938,0,0.005,0.026,0.031
1560,0.456,0.032,0.116,0.202,0.194
1561,0.463,0.001,0.027,0.44,0.069
1562,0.237,0.002,0.058,0.497,0.206
1563,0.568,0.002,0.021,0.127,0.282
1564,0.217,0.001,0.093,0.545,0.144
1565,0.567,0.001,0.107,0.11,0.215
1566,0.67,0.002,0.006,0.092,0.23
1567,0.044,0.004,0.089,0.574,0.289
1568,0.334,0.004,0.127,0.095,0.44
1569,0.769,0,0.01,0.041,0.18
1570,0.248,0,0.076,0.36,0.316
1571,0.72,0.001,0.019,0.058,0.202
1572,0.417,0,0.042,0.353,0.188
1573,0.003,0.028,0.089,0.017,0.863
1574,0.882,0,0.005,0.071,0.042
1575,0.012,0.019,0.509,0.067,0.393
1576,0.555,0,0.023,0.332,0.09
1577,0.368,0.058,0.125,0.019,0.43
1578,0.001,0.01,0.043,0.01,0.936
1579,0.056,0.079,0.049,0.013,0.803
1580,0.766,0,0.006,0.07,0.158
1581,0.926,0,0.001,0.036,0.037
1582,0,0.029,0.079,0.011,0.881
1583,0.297,0.001,0.016,0.552,0.134
1584,0,0.018,0.109,0.006,0.867
1585,0.012,0.021,0.359,0.013,0.595
1586,0.469,0,0.011,0.4,0.12
1587,0.945,0.002,0.007,0.024,0.022
1588,0.881,0,0.001,0.039,0.079
1589,0.001,0.021,0.081,0.011,0.886
1590,0.02,0.024,0.18,0.03,0.746
1591,0.01,0.019,0.162,0.004,0.805
1592,0.015,0.006,0.342,0.07,0.567
1593,0.272,0,0.054,0.485,0.189
1594,0.005,0.016,0.193,0.022,0.764
1595,0.56,0.007,0.022,0.315,0.096
1596,0.315,0,0.067,0.365,0.253
1597,0.565,0,0.015,0.151,0.269
1598,0.24,0.003,0.046,0.506,0.205
1599,0.849,0,0.014,0.018,0.119
1600,0.012,0.019,0.244,0.034,0.691
1601,0.525,0,0.017,0.365,0.093
1602,0.671,0,0.015,0.22,0.094
1603,0.032,0.006,0.058,0.025,0.879
1604,0.303,0.002,0.074,0.065,0.556
1605,0.706,0,0.003,0.177,0.114
1606,0.454,0,0.068,0.261,0.217
1607,0.757,0,0,0.184,0.059
1608,0.644,0,0.014,0.069,0.273
1609,0.927,0,0.008,0.043,0.022
1610,0.001,0.028,0.046,0.002,0.923
1611,0.473,0,0.026,0.315,0.186
1612,0.293,0,0.08,0.45,0.177
1613,0.411,0,0.066,0.352,0.171
1614,0.666,0.002,0.008,0.263,0.061
1615,0.944,0,0.01,0.026,0.02
1616,0.731,0,0.01,0.192,0.067
1617,0.828,0,0.004,0.037,0.131
1618,0.201,0.002,0.083,0.584,0.13
1619,0.643,0,0.015,0.078,0.264
1620,0.108,0.028,0.04,0.027,0.797
1621,0.004,0.025,0.047,0.008,0.916
1622,0.831,0.001,0.037,0.036,0.095
1623,0.803,0,0.01,0.022,0.165
1624,0.629,0,0.024,0.213,0.134
1625,0.841,0,0.005,0.075,0.079
1626,0.559,0,0.028,0.324,0.089
1627,0.732,0,0.003,0.213,0.052
1628,0,0.072,0.066,0.013,0.849
1629,0.102,0.016,0.042,0.153,0.687
1630,0.372,0.001,0.069,0.309,0.249
1631,0.014,0.011,0.588,0.039,0.348
1632,0.855,0,0.006,0.024,0.115
1633,0.934,0,0.001,0.029,0.036
1634,0.691,0.001,0.02,0.067,0.221
1635,0.403,0.001,0.063,0.159,0.374
1636,0.695,0,0.003,0.266,0.036
1637,0.467,0.001,0.071,0.257,0.204
1638,0,0.015,0.09,0.003,0.892
1639,0.487,0,0.06,0.329,0.124
1640,0.67,0,0.048,0.135,0.147
1641,0.821,0,0,0.108,0.071
1642,0.562,0.002,0.054,0.158,0.224
1643,0.198,0.001,0.092,0.43,0.279
1644,0.001,0.034,0.088,0.02,0.857
1645,0.066,0.034,0.144,0.024,0.732
1646,0.865,0,0.001,0.023,0.111
1647,0.348,0,0.114,0.296,0.242
1648,0.522,0.006,0.063,0.023,0.386
1649,0.45,0.001,0.012,0.109,0.428
1650,0.004,0.033,0.077,0.011,0.875
1651,0.151,0.009,0.13,0.415,0.295
1652,0,0.021,0.055,0.011,0.913
1653,0.781,0.007,0.019,0.015,0.178
1654,0.344,0,0.039,0.325,0.292
1655,0.418,0.002,0.032,0.456,0.092
1656,0.523,0,0.012,0.413,0.052
1657,0.001,0.072,0.018,0.052,0.857
1658,0.055,0.005,0.14,0.316,0.484
1659,0.001,0.426,0.083,0.037,0.453
1660,0.559,0,0.023,0.28,0.138
1661,0.94,0.001,0.011,0.025,0.023
1662,0.735,0,0.004,0.082,0.179
1663,0,0.03,0.496,0.014,0.46
1664,0.212,0.001,0.104,0.457,0.226
1665,0.008,0.027,0.127,0.011,0.827
1666,0.299,0.012,0.153,0.143,0.393
1667,0.281,0,0.018,0.196,0.505
1668,0.024,0.032,0.274,0.025,0.645
1669,0.435,0,0.025,0.184,0.356
1670,0.253,0,0.072,0.444,0.231
1671,0.83,0.003,0.01,0.026,0.131
1672,0.39,0,0.023,0.515,0.072
1673,0.115,0.004,0.118,0.549,0.214
1674,0.424,0.001,0.034,0.48,0.061
1675,0.465,0,0.027,0.406,0.102
1676,0.457,0,0.052,0.238,0.253
1677,0.403,0,0.017,0.385,0.195
1678,0.576,0,0.024,0.28,0.12
1679,0.326,0.035,0.075,0.03,0.534
1680,0.266,0,0.109,0.247,0.378
1681,0.387,0.001,0.038,0.364,0.21
1682,0.01,0.043,0.469,0.034,0.444
1683,0.025,0.004,0.114,0.366,0.491
1684,0.381,0,0.056,0.346,0.217
1685,0.001,0.023,0.083,0.005,0.888
1686,0.067,0.032,0.07,0.035,0.796
1687,0.082,0.007,0.156,0.172,0.583
1688,0.348,0.001,0.024,0.402,0.225
1689,0.245,0,0.056,0.618,0.081
1690,0.557,0.002,0.079,0.185,0.177
1691,0.596,0.001,0.002,0.28,0.121
1692,0.221,0.001,0.024,0.115,0.639
1693,0,0.014,0.084,0.017,0.885
1694,0.406,0.001,0.042,0.275,0.276
1695,0.831,0,0.012,0.048,0.109
1696,0.035,0.017,0.119,0.085,0.744
1697,0.328,0.002,0.019,0.304,0.347
1698,0.293,0.002,0.108,0.524,0.073
1699,0.596,0,0.012,0.033,0.359
1700,0.307,0.001,0.08,0.498,0.114
1701,0.83,0,0.018,0.047,0.105
1702,0.606,0,0.017,0.071,0.306
1703,0.36,0.001,0.106,0.264,0.269
1704,0.116,0.035,0.028,0.033,0.788
1705,0.923,0.001,0.001,0.039,0.036
1706,0.744,0,0.011,0.019,0.226
1707,0.234,0,0.071,0.431,0.264
1708,0.775,0.006,0.03,0.047,0.142
1709,0.036,0.018,0.1,0.52,0.326
1710,0.323,0,0.035,0.405,0.237
1711,0.004,0.02,0.158,0.016,0.802
1712,0.544,0,0.03,0.346,0.08
1713,0.666,0,0.01,0.028,0.296
1714,0.716,0,0.012,0.027,0.245
1715,0.54,0,0.023,0.372,0.065
1716,0.277,0,0.027,0.152,0.544
1717,0.249,0,0.01,0.132,0.609
1718,0.577,0,0.007,0.024,0.392
1719,0.012,0.011,0.051,0.108,0.818
1720,0.375,0,0.059,0.399,0.167
1721,0.668,0.05,0.042,0.045,0.195
1722,0.805,0.001,0.019,0.034,0.141
1723,0.714,0.002,0.018,0.189,0.077
1724,0.646,0,0.016,0.165,0.173
1725,0.908,0.001,0.006,0.034,0.051
1726,0.004,0.021,0.203,0.006,0.766
1727,0.552,0,0.002,0.374,0.072
1728,0.412,0,0.023,0.027,0.538
1729,0.27,0,0.013,0.09,0.627
1730,0.363,0.017,0.028,0.029,0.563
1731,0.009,0.017,0.11,0.01,0.854
1732,0.02,0.036,0.152,0.008,0.784
1733,0.514,0.083,0.03,0.14,0.233
1734,0.672,0.009,0.02,0.133,0.166
1735,0.524,0.001,0.005,0.312,0.158
1736,0.264,0,0.084,0.421,0.231
1737,0.765,0,0.001,0.121,0.113
1738,0.505,0,0.037,0.147,0.311
1739,0.462,0.001,0.01,0.027,0.5
1740,0.39,0.001,0.031,0.374,0.204
1741,0.046,0.025,0.544,0.062,0.323
1742,0.282,0,0.013,0.135,0.57
1743,0.336,0.003,0.026,0.49,0.145
1744,0.346,0.006,0.041,0.153,0.454
1745,0.446,0,0.043,0.37,0.141
1746,0.001,0.018,0.123,0.006,0.852
1747,0.001,0.031,0.063,0.013,0.892
1748,0.009,0.008,0.186,0.049,0.748
1749,0.001,0.012,0.068,0.01,0.909
1750,0.448,0,0.02,0.202,0.33
1751,0.131,0.013,0.174,0.092,0.59
1752,0.404,0.001,0.018,0.508,0.069
1753,0.756,0.006,0.025,0.031,0.182
1754,0.008,0.044,0.212,0.068,0.668
1755,0.208,0.039,0.057,0.033,0.663
1756,0.527,0,0.05,0.349,0.074
1757,0.895,0,0,0.046,0.059
1758,0.23,0.001,0.077,0.505,0.187
1759,0.68,0.003,0.016,0.112,0.189
1760,0.28,0,0.058,0.475,0.187
1761,0.791,0,0.028,0.098,0.083
1762,0.263,0,0.042,0.051,0.644
1763,0.029,0,0.102,0.25,0.619
1764,0.011,0.025,0.098,0.024,0.842
1765,0.869,0.001,0.014,0.029,0.087
1766,0.871,0,0.004,0.041,0.084
1767,0.157,0.026,0.056,0.106,0.655
1768,0.836,0,0.006,0.042,0.116
1769,0.196,0.001,0.063,0.592,0.148
1770,0.257,0.003,0.065,0.421,0.254
1771,0.676,0,0.003,0.213,0.108
1772,0.701,0,0,0.235,0.064
1773,0.671,0,0.019,0.268,0.042
1774,0.586,0,0.026,0.211,0.177
1775,0.928,0.002,0.008,0.014,0.048
1776,0.612,0.01,0.015,0.077,0.286
1777,0.551,0.001,0.021,0.182,0.245
1778,0.357,0.001,0.097,0.48,0.065
1779,0.011,0.003,0.185,0.224,0.577
1780,0.014,0.039,0.418,0.026,0.503
1781,0.751,0.012,0.004,0.186,0.047
1782,0.324,0,0.05,0.374,0.252
1783,0.586,0.005,0.022,0.231,0.156
1784,0.786,0,0.003,0.18,0.031
1785,0.455,0.031,0.044,0.122,0.348
1786,0.18,0,0.024,0.255,0.541
1787,0.658,0,0.02,0.17,0.152
1788,0.904,0.009,0.01,0.042,0.035
1789,0.275,0.001,0.104,0.271,0.349
1790,0.948,0,0.001,0.032,0.019
1791,0.893,0.001,0.015,0.06,0.031
1792,0.609,0.002,0.025,0.152,0.212
1793,0.254,0,0.064,0.475,0.207
1794,0.365,0,0.014,0.258,0.363
1795,0.815,0,0.009,0.017,0.159
1796,0.108,0.025,0.094,0.088,0.685
1797,0.297,0.002,0.068,0.439,0.194
1798,0.553,0,0.004,0.136,0.307
1799,0.515,0,0.045,0.218,0.222
1800,0.89,0,0.007,0.065,0.038
1801,0.092,0,0.17,0.561,0.177
1802,0.485,0.005,0.052,0.155,0.303
1803,0.514,0.002,0.011,0.382,0.091
1804,0.011,0.029,0.168,0.021,0.771
1805,0,0.011,0.114,0.007,0.868
1806,0.225,0.003,0.034,0.428,0.31
1807,0.374,0,0.006,0.561,0.059
1808,0.336,0,0.105,0.08,0.479
1809,0,0.03,0.086,0.018,0.866
1810,0.873,0,0.007,0.081,0.039
1811,0.62,0,0.003,0.325,0.052
1812,0.572,0.001,0.064,0.198,0.165
1813,0.286,0.072,0.028,0.038,0.576
1814,0.413,0,0.038,0.109,0.44
1815,0.849,0,0.014,0.042,0.095
1816,0.583,0,0.012,0.313,0.092
1817,0.394,0,0.03,0.343,0.233
1818,0.102,0,0.028,0.077,0.793
1819,0.923,0.001,0.004,0.027,0.045
1820,0.724,0.001,0.002,0.226,0.047
1821,0.269,0.089,0.086,0.035,0.521
1822,0.019,0.009,0.162,0.026,0.784
1823,0.069,0.004,0.192,0.589,0.146
1824,0.203,0.011,0.073,0.245,0.468
1825,0.715,0.005,0.035,0.152,0.093
1826,0.268,0.001,0.014,0.012,0.705
1827,0,0.013,0.13,0.01,0.847
1828,0.932,0,0.003,0.035,0.03
1829,0.928,0,0.005,0.027,0.04
1830,0.148,0.017,0.032,0.022,0.781
1831,0.197,0.002,0.031,0.58,0.19
1832,0.013,0.018,0.113,0.004,0.852
1833,0.433,0.002,0.015,0.142,0.408
1834,0.522,0.002,0.035,0.294,0.147
1835,0.008,0.058,0.165,0.018,0.751
1836,0.648,0.024,0.047,0.029,0.252
1837,0.674,0,0.043,0.213,0.07
1838,0.008,0.006,0.595,0.035,0.356
1839,0.52,0,0.025,0.176,0.279
1840,0.279,0.002,0.028,0.285,0.406
1841,0.143,0.005,0.101,0.58,0.171
1842,0.003,0.046,0.033,0.056,0.862
1843,0.766,0,0.002,0.079,0.153
1844,0.099,0,0.012,0.126,0.763
1845,0.784,0,0,0.091,0.125
1846,0.011,0.072,0.264,0.016,0.637
1847,0.046,0.006,0.182,0.369,0.397
1848,0.004,0.064,0.034,0.008,0.89
1849,0.487,0,0.008,0.45,0.055
1850,0.721,0,0.002,0.115,0.162
1851,0,0.038,0.053,0.011,0.898
1852,0.005,0.028,0.216,0.013,0.738
1853,0.649,0,0.004,0.085,0.262
1854,0.583,0.001,0.012,0.309,0.095
1855,0.712,0,0.003,0.057,0.228
1856,0.265,0,0.048,0.401,0.286
1857,0.38,0.004,0.035,0.461,0.12
1858,0.14,0.008,0.103,0.263,0.486
1859,0.893,0.003,0.011,0.026,0.067
1860,0.001,0.019,0.125,0.012,0.843
1861,0,0.041,0.059,0.021,0.879
1862,0.438,0,0.008,0.11,0.444
1863,0.49,0,0.027,0.253,0.23
1864,0.941,0.001,0.004,0.026,0.028
1865,0.304,0.001,0.019,0.083,0.593
1866,0.579,0,0.005,0.161,0.255
1867,0.001,0.02,0.167,0.01,0.802
1868,0.868,0,0.006,0.043,0.083
1869,0.14,0.036,0.069,0.039,0.716
1870,0.008,0.047,0.245,0.022,0.678
1871,0.105,0.021,0.501,0.058,0.315
1872,0.456,0.001,0.009,0.442,0.092
1873,0.664,0.001,0.001,0.196,0.138
1874,0.155,0,0.123,0.167,0.555
1875,0.329,0,0.002,0.03,0.639
1876,0.637,0,0.006,0.314,0.043
1877,0.187,0.003,0.102,0.453,0.255
1878,0.442,0,0.055,0.411,0.092
1879,0.827,0,0.01,0.031,0.132
1880,0.299,0.001,0.013,0.102,0.585
1881,0.248,0.001,0.03,0.608,0.113
1882,0.637,0.092,0.069,0.027,0.175
1883,0.517,0,0.008,0.049,0.426
1884,0.868,0,0.004,0.058,0.07
1885,0.787,0.001,0.004,0.05,0.158
1886,0.68,0.002,0.006,0.015,0.297
1887,0.172,0.001,0.084,0.46,0.283
1888,0.462,0.001,0.04,0.448,0.049
1889,0.435,0.002,0.021,0.461,0.081
1890,0.146,0.004,0.149,0.036,0.665
1891,0.6,0,0.016,0.188,0.196
1892,0.548,0,0.028,0.243,0.181
1893,0.856,0,0.003,0.097,0.044
1894,0.124,0.003,0.111,0.563,0.199
1895,0.863,0.004,0.007,0.016,0.11
1896,0.222,0.017,0.06,0.047,0.654
1897,0.301,0.001,0.016,0.602,0.08
1898,0.715,0,0.003,0.074,0.208
1899,0.778,0,0.005,0.129,0.088
1900,0,0.015,0.092,0.005,0.888
1901,0.138,0.118,0.027,0.041,0.676
1902,0.673,0,0.004,0.182,0.141
1903,0.029,0.004,0.489,0.051,0.427
1904,0.299,0.001,0.048,0.457,0.195
1905,0.387,0,0.044,0.419,0.15
1906,0.502,0,0.037,0.236,0.225
1907,0.767,0,0.012,0.012,0.209
1908,0.393,0,0.024,0.324,0.259
1909,0.007,0.088,0.125,0.027,0.753
1910,0.575,0,0.013,0.251,0.161
1911,0.519,0,0.034,0.36,0.087
1912,0.003,0.014,0.376,0.01,0.597
1913,0.004,0.019,0.082,0.015,0.88
1914,0.638,0.001,0.021,0.283,0.057
1915,0.052,0.005,0.084,0.372,0.487
1916,0.062,0.005,0.155,0.478,0.3
1917,0.06,0.003,0.151,0.431,0.355
1918,0.111,0.052,0.414,0.082,0.341
1919,0.738,0.005,0.004,0.024,0.229
1920,0.939,0,0.008,0.028,0.025
1921,0.16,0,0.075,0.411,0.354
1922,0.466,0.001,0.024,0.449,0.06
1923,0,0.014,0.063,0.007,0.916
1924,0.247,0,0.07,0.43,0.253
1925,0.061,0.021,0.288,0.157,0.473
1926,0.009,0.015,0.37,0.027,0.579
1927,0.424,0.005,0.027,0.436,0.108
1928,0.08,0.003,0.157,0.526,0.234
1929,0.907,0.002,0.007,0.051,0.033
1930,0.521,0.001,0.07,0.201,0.207
1931,0.756,0,0.008,0.067,0.169
1932,0.66,0,0.009,0.019,0.312
1933,0.51,0,0.03,0.23,0.23
1934,0.265,0.001,0.089,0.31,0.335
1935,0.005,0.022,0.059,0.005,0.909
1936,0.271,0.003,0.058,0.457,0.211
1937,0.12,0.017,0.141,0.111,0.611
1938,0.02,0.005,0.483,0.131,0.361
1939,0.124,0.012,0.055,0.21,0.599
1940,0.461,0.001,0.019,0.246,0.273
1941,0.467,0.01,0.031,0.41,0.082
1942,0.001,0.024,0.133,0.009,0.833
1943,0.374,0,0.029,0.225,0.372
1944,0.736,0.002,0.014,0.036,0.212
1945,0.757,0.002,0.009,0.029,0.203
1946,0.029,0.007,0.285,0.064,0.615
1947,0.413,0.001,0.037,0.47,0.079
1948,0.042,0.011,0.19,0.069,0.688
1949,0.807,0,0.009,0.117,0.067
1950,0.518,0,0.009,0.418,0.055
1951,0.645,0,0.007,0.087,0.261
1952,0.004,0.034,0.13,0.011,0.821
1953,0.079,0.07,0.088,0.022,0.741
1954,0.486,0,0.002,0.475,0.037
1955,0.553,0,0.021,0.209,0.217
1956,0.441,0.003,0.04,0.433,0.083
1957,0.567,0,0.047,0.087,0.299
1958,0.44,0,0.077,0.193,0.29
1959,0.661,0,0.001,0.084,0.254
1960,0.927,0,0.001,0.039,0.033
1961,0.075,0.009,0.087,0.077,0.752
1962,0.003,0.02,0.114,0.008,0.855
1963,0.066,0.004,0.05,0.061,0.819
1964,0.078,0,0.028,0.109,0.785
1965,0.285,0.008,0.033,0.023,0.651
1966,0.683,0.001,0.003,0.092,0.221
1967,0.398,0.004,0.018,0.426,0.154
1968,0.754,0.002,0.028,0.039,0.177
1969,0.946,0.001,0.004,0.026,0.023
1970,0.759,0,0.06,0.113,0.068
1971,0.305,0.002,0.04,0.439,0.214
1972,0.915,0,0.01,0.038,0.037
1973,0.629,0.052,0.052,0.062,0.205
1974,0.778,0,0.024,0.108,0.09
1975,0.482,0,0.01,0.151,0.357
1976,0.839,0.001,0.006,0.033,0.121
1977,0.044,0.018,0.025,0.019,0.894
1978,0.647,0.001,0.033,0.046,0.273
1979,0.18,0.003,0.07,0.492,0.255
1980,0.802,0.001,0.015,0.018,0.164
1981,0.151,0.003,0.041,0.167,0.638
1982,0.593,0,0.004,0.045,0.358
1983,0.594,0,0.046,0.18,0.18
1984,0.181,0.009,0.022,0.159,0.629
1985,0.78,0.001,0.03,0.031,0.158
1986,0.23,0.001,0.035,0.296,0.438
1987,0.047,0.024,0.361,0.039,0.529
1988,0.897,0,0.003,0.066,0.034
1989,0.039,0.074,0.075,0.016,0.796
1990,0.832,0,0.024,0.035,0.109
1991,0.792,0,0.011,0.018,0.179
1992,0.25,0.001,0.026,0.155,0.568
1993,0.462,0.001,0.009,0.192,0.336
1994,0.815,0,0.009,0.017,0.159
1995,0.26,0,0.046,0.423,0.271
1996,0.354,0,0.04,0.445,0.161
1997,0.126,0.02,0.051,0.106,0.697
1998,0.428,0,0.015,0.447,0.11
1999,0.371,0,0.046,0.35,0.233
2000,0.493,0,0.065,0.29,0.152
2001,0.002,0.02,0.081,0.012,0.885
2002,0.021,0.034,0.182,0.042,0.721
2003,0.863,0,0.001,0.029,0.107
2004,0.492,0.016,0.025,0.165,0.302
2005,0.397,0,0.054,0.509,0.04
2006,0.414,0,0.106,0.213,0.267
2007,0.655,0,0.015,0.072,0.258
2008,0.391,0,0.067,0.268,0.274
2009,0.418,0.001,0.034,0.41,0.137
2010,0.25,0.001,0.028,0.217,0.504
2011,0.928,0,0.004,0.045,0.023
2012,0.499,0.002,0.029,0.272,0.198
2013,0.578,0.003,0.006,0.091,0.322
2014,0.523,0.001,0.001,0.256,0.219
2015,0.187,0.006,0.073,0.321,0.413
2016,0.783,0,0.001,0.126,0.09
2017,0.547,0,0.004,0.279,0.17
2018,0.315,0,0.033,0.405,0.247
2019,0.337,0,0.022,0.29,0.351
2020,0.393,0,0.092,0.295,0.22
2021,0.395,0.001,0.034,0.473,0.097
2022,0.333,0.002,0.026,0.105,0.534
2023,0.33,0.003,0.085,0.441,0.141
2024,0.318,0.004,0.031,0.533,0.114
2025,0.634,0.001,0.006,0.256,0.103
2026,0.937,0.002,0.006,0.029,0.026
2027,0.002,0.03,0.183,0.016,0.769
2028,0.364,0.003,0.036,0.447,0.15
2029,0.023,0.002,0.141,0.252,0.582
2030,0.74,0,0.039,0.16,0.061
2031,0.643,0.001,0.012,0.038,0.306
2032,0.004,0.02,0.106,0.014,0.856
2033,0.641,0.005,0.012,0.115,0.227
2034,0,0.045,0.051,0.019,0.885
2035,0.331,0,0.028,0.322,0.319
2036,0.532,0.001,0.022,0.35,0.095
2037,0.005,0.015,0.09,0.011,0.879
2038,0.018,0.059,0.251,0.03,0.642
2039,0.296,0.003,0.064,0.538,0.099
2040,0.345,0,0.05,0.272,0.333
2041,0.816,0.002,0.027,0.034,0.121
2042,0.001,0.018,0.055,0.008,0.918
