ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
2832,0.106,0.018,0.174,0.248,0.454
2833,0.392,0,0.017,0.161,0.43
2834,0.722,0.001,0.003,0.024,0.25
2835,0.442,0.001,0.034,0.363,0.16
2836,0.345,0.001,0.078,0.473,0.103
2837,0.375,0.001,0.032,0.193,0.399
2838,0.009,0.018,0.222,0.029,0.722
2839,0.033,0.023,0.297,0.075,0.572
2840,0.165,0.016,0.069,0.243,0.507
2841,0.543,0,0.018,0.16,0.279
2842,0.827,0,0.003,0.024,0.146
2843,0.378,0,0.034,0.503,0.085
2844,0,0.017,0.129,0.006,0.848
2845,0.506,0,0.028,0.298,0.168
2846,0.606,0,0.008,0.161,0.225
2847,0.342,0,0.048,0.397,0.213
2848,0.83,0,0.006,0.08,0.084
2849,0.1,0.003,0.04,0.221,0.636
2850,0.688,0,0.002,0.036,0.274
2851,0.074,0.013,0.321,0.123,0.469
2852,0.815,0,0.013,0.069,0.103
2853,0.654,0.001,0.023,0.031,0.291
2854,0.78,0,0.004,0.116,0.1
2855,0.893,0.002,0.009,0.014,0.082
2856,0.788,0.005,0.009,0.044,0.154
2857,0.492,0,0.018,0.252,0.238
2858,0.804,0,0.004,0.133,0.059
2859,0.598,0,0.055,0.248,0.099
2860,0.617,0,0.027,0.034,0.322
2861,0.039,0.003,0.121,0.323,0.514
2862,0.004,0.013,0.104,0.012,0.867
2863,0.01,0.021,0.238,0.024,0.707
2864,0.755,0.014,0.003,0.043,0.185
2865,0.639,0.008,0.02,0.222,0.111
2866,0.014,0.06,0.067,0.092,0.767
2867,0.001,0.01,0.156,0.017,0.816
2868,0.603,0.006,0.067,0.107,0.217
2869,0.841,0.002,0.017,0.012,0.128
2870,0.554,0,0.019,0.359,0.068
2871,0.549,0.001,0.024,0.223,0.203
2872,0.559,0,0.037,0.295,0.109
2873,0.601,0.001,0.024,0.273,0.101
2874,0.611,0,0.028,0.054,0.307
2875,0.544,0.016,0.032,0.173,0.235
2876,0.068,0.061,0.08,0.016,0.775
2877,0.095,0.021,0.095,0.291,0.498
2878,0.004,0.015,0.215,0.015,0.751
2879,0.256,0.002,0.052,0.505,0.185
2880,0.001,0.036,0.141,0.016,0.806
2881,0.021,0.011,0.304,0.096,0.568
2882,0.815,0.002,0.007,0.018,0.158
2883,0.54,0,0.04,0.255,0.165
2884,0.445,0,0.047,0.295,0.213
2885,0.001,0.038,0.072,0.007,0.882
2886,0.627,0.002,0.011,0.198,0.162
2887,0.024,0.013,0.19,0.082,0.691
2888,0.208,0.001,0.082,0.628,0.081
2889,0.822,0.001,0.023,0.075,0.079
2890,0.791,0,0.005,0.065,0.139
2891,0.001,0.249,0.115,0.012,0.623
2892,0.729,0,0.003,0.032,0.236
2893,0.448,0.001,0.041,0.38,0.13
2894,0.753,0.001,0.007,0.042,0.197
2895,0.243,0,0.008,0.154,0.595
2896,0.69,0,0.013,0.2,0.097
2897,0.024,0.032,0.158,0.026,0.76
2898,0.67,0.002,0.012,0.235,0.081
2899,0.807,0,0,0.024,0.169
2900,0.831,0,0.005,0.046,0.118
2901,0.598,0,0.008,0.055,0.339
2902,0.784,0,0.001,0.006,0.209
2903,0.003,0.023,0.183,0.008,0.783
2904,0.281,0,0.028,0.551,0.14
2905,0.107,0.056,0.45,0.092,0.295
2906,0.752,0,0.009,0.018,0.221
2907,0.516,0,0.032,0.275,0.177
2908,0.284,0.001,0.015,0.255,0.445
2909,0.628,0.001,0.016,0.242,0.113
2910,0.186,0.006,0.089,0.022,0.697
2911,0.471,0,0.031,0.295,0.203
2912,0.749,0.001,0.007,0.047,0.196
2913,0.596,0,0.013,0.169,0.222
2914,0.706,0,0.014,0.191,0.089
2915,0.48,0,0.017,0.321,0.182
2916,0.032,0.015,0.05,0.463,0.44
2917,0.114,0.008,0.264,0.153,0.461
2918,0.434,0.006,0.011,0.194,0.355
2919,0.302,0.045,0.089,0.008,0.556
2920,0.241,0,0.05,0.328,0.381
2921,0.436,0,0.044,0.373,0.147
2922,0.414,0.001,0.067,0.325,0.193
2923,0.301,0.003,0.081,0.457,0.158
2924,0.323,0.021,0.086,0.441,0.129
2925,0.578,0,0.006,0.06,0.356
2926,0.011,0.122,0.393,0.011,0.463
2927,0.341,0.001,0.022,0.416,0.22
2928,0.851,0.001,0.022,0.017,0.109
2929,0.088,0.006,0.079,0.282,0.545
2930,0.507,0.004,0.07,0.1,0.319
2931,0.091,0.009,0.166,0.164,0.57
2932,0.828,0.001,0.004,0.018,0.149
2933,0.456,0,0.02,0.401,0.123
2934,0.286,0,0.044,0.483,0.187
2935,0.059,0.004,0.102,0.361,0.474
2936,0.417,0.003,0.059,0.394,0.127
2937,0.3,0,0.03,0.458,0.212
2938,0.019,0.033,0.244,0.014,0.69
2939,0.243,0,0.085,0.554,0.118
2940,0.922,0.002,0.007,0.014,0.055
2941,0.284,0,0.048,0.121,0.547
2942,0,0.032,0.063,0.009,0.896
2943,0.376,0,0.025,0.235,0.364
2944,0.279,0,0.052,0.144,0.525
2945,0.844,0.003,0.001,0.044,0.108
2946,0.32,0.002,0.011,0.433,0.234
2947,0.546,0.003,0.04,0.286,0.125
2948,0.517,0.002,0.021,0.37,0.09
2949,0.033,0.017,0.084,0.085,0.781
2950,0.349,0.005,0.055,0.289,0.302
2951,0.222,0.036,0.119,0.02,0.603
2952,0.766,0,0.001,0.099,0.134
2953,0.021,0.008,0.106,0.075,0.79
2954,0.282,0.001,0.035,0.584,0.098
2955,0.727,0,0.02,0.031,0.222
2956,0.088,0.001,0.156,0.421,0.334
2957,0.569,0,0.006,0.233,0.192
2958,0.475,0,0.043,0.369,0.113
2959,0.102,0.003,0.066,0.223,0.606
2960,0.381,0,0.079,0.333,0.207
2961,0.104,0.01,0.04,0.148,0.698
2962,0.195,0.004,0.1,0.524,0.177
2963,0.731,0,0.011,0.038,0.22
2964,0.065,0.003,0.123,0.528,0.281
2965,0.001,0.019,0.07,0.008,0.902
2966,0.794,0.001,0.014,0.014,0.177
2967,0.033,0,0.034,0.649,0.284
2968,0.401,0.001,0.038,0.405,0.155
2969,0.743,0,0.004,0.096,0.157
2970,0.626,0,0.004,0.15,0.22
2971,0.136,0.075,0.064,0.021,0.704
2972,0.088,0.004,0.111,0.31,0.487
2973,0.909,0.001,0.011,0.012,0.067
2974,0.004,0.007,0.286,0.025,0.678
2975,0.229,0,0.077,0.45,0.244
2976,0.421,0.004,0.049,0.145,0.381
2977,0.399,0.002,0.048,0.394,0.157
2978,0.556,0,0.009,0.236,0.199
2979,0.002,0.031,0.074,0.01,0.883
2980,0.901,0.002,0.007,0.028,0.062
2981,0.797,0.003,0.034,0.028,0.138
2982,0.264,0,0.02,0.554,0.162
2983,0.015,0.006,0.125,0.019,0.835
2984,0.252,0.001,0.035,0.588,0.124
2985,0.506,0,0.012,0.032,0.45
2986,0.465,0,0.028,0.267,0.24
2987,0.291,0.003,0.102,0.464,0.14
2988,0.002,0.019,0.082,0.011,0.886
2989,0.289,0,0.016,0.155,0.54
2990,0.172,0.006,0.228,0.034,0.56
2991,0.864,0,0.005,0.03,0.101
2992,0.397,0,0.039,0.256,0.308
2993,0.609,0,0.03,0.156,0.205
2994,0.632,0.017,0.021,0.139,0.191
2995,0.069,0.028,0.21,0.471,0.222
2996,0.491,0.001,0.016,0.163,0.329
2997,0.56,0.002,0.015,0.261,0.162
2998,0.437,0.001,0.034,0.403,0.125
2999,0.595,0.002,0.01,0.297,0.096
3000,0.295,0.003,0.033,0.488,0.181
3001,0.865,0.004,0.002,0.02,0.109
3002,0.265,0.001,0.004,0.685,0.045
3003,0.436,0,0.033,0.352,0.179
3004,0.369,0,0.048,0.471,0.112
3005,0.877,0,0.003,0.037,0.083
3006,0.001,0.035,0.053,0.013,0.898
3007,0.711,0,0.004,0.106,0.179
3008,0.402,0,0.051,0.434,0.113
3009,0.002,0.038,0.103,0.012,0.845
3010,0.8,0,0.005,0.043,0.152
3011,0.846,0.002,0.001,0.035,0.116
3012,0.523,0.001,0.069,0.256,0.151
3013,0.071,0.004,0.07,0.458,0.397
3014,0,0.02,0.334,0.008,0.638
3015,0.292,0.032,0.179,0.049,0.448
3016,0.001,0.034,0.133,0.011,0.821
3017,0.75,0.001,0.02,0.172,0.057
3018,0.395,0,0.078,0.268,0.259
3019,0.426,0,0.097,0.236,0.241
3020,0.259,0,0.066,0.43,0.245
3021,0.781,0.004,0.02,0.01,0.185
3022,0.545,0,0.004,0.231,0.22
3023,0.638,0,0.006,0.305,0.051
3024,0.751,0.002,0.007,0.034,0.206
3025,0.914,0,0.018,0.033,0.035
3026,0.119,0.057,0.271,0.012,0.541
3027,0.285,0.01,0.045,0.495,0.165
3028,0.482,0.001,0.018,0.422,0.077
3029,0.053,0.003,0.132,0.352,0.46
3030,0.4,0,0.009,0.094,0.497
3031,0.469,0.003,0.021,0.313,0.194
3032,0.53,0,0.015,0.161,0.294
3033,0.525,0,0.026,0.026,0.423
3034,0.1,0.003,0.069,0.221,0.607
3035,0.401,0.002,0.055,0.349,0.193
3036,0.002,0.035,0.106,0.017,0.84
3037,0.285,0.002,0.051,0.508,0.154
3038,0.005,0.022,0.227,0.022,0.724
3039,0.267,0.002,0.04,0.539,0.152
3040,0.001,0.012,0.095,0.003,0.889
3041,0.708,0,0.002,0.159,0.131
3042,0.335,0.001,0.041,0.418,0.205
3043,0.794,0.001,0.007,0.071,0.127
3044,0.659,0.001,0.006,0.044,0.29
3045,0.795,0.001,0.009,0.017,0.178
3046,0.282,0.061,0.043,0.025,0.589
3047,0.006,0.033,0.225,0.018,0.718
3048,0.004,0.044,0.058,0.006,0.888
3049,0.05,0.009,0.109,0.118,0.714
3050,0.035,0.006,0.145,0.467,0.347
3051,0.43,0,0.063,0.34,0.167
3052,0.289,0,0.036,0.523,0.152
3053,0.894,0.002,0.006,0.022,0.076
3054,0.909,0.001,0.006,0.012,0.072
3055,0.124,0.011,0.084,0.654,0.127
3056,0.357,0,0.045,0.401,0.197
3057,0.702,0.002,0.009,0.099,0.188
3058,0.893,0.001,0.016,0.024,0.066
3059,0.016,0.01,0.173,0.032,0.769
3060,0.534,0.022,0.028,0.028,0.388
3061,0.047,0.015,0.196,0.348,0.394
3062,0.721,0.003,0.012,0.021,0.243
3063,0.205,0.003,0.061,0.625,0.106
3064,0.654,0,0.003,0.173,0.17
3065,0.869,0,0.02,0.018,0.093
3066,0.915,0.002,0.009,0.015,0.059
3067,0.312,0,0.072,0.383,0.233
3068,0.005,0.028,0.098,0.025,0.844
3069,0.003,0.052,0.128,0.014,0.803
3070,0.009,0.027,0.51,0.013,0.441
3071,0.297,0.052,0.021,0.216,0.414
3072,0.57,0.002,0.01,0.149,0.269
3073,0.537,0,0.023,0.195,0.245
3074,0.006,0.096,0.326,0.012,0.56
3075,0.713,0.001,0.004,0.037,0.245
3076,0.522,0,0.02,0.218,0.24
3077,0.836,0.007,0.021,0.017,0.119
3078,0.48,0,0.006,0.152,0.362
3079,0.431,0.001,0.019,0.428,0.121
3080,0.703,0,0.007,0.105,0.185
3081,0.478,0,0.045,0.233,0.244
3082,0.473,0.001,0.022,0.045,0.459
3083,0.769,0,0.004,0.119,0.108
3084,0.75,0.006,0.01,0.192,0.042
3085,0.006,0.148,0.094,0.069,0.683
3086,0.344,0.002,0.077,0.423,0.154
3087,0.096,0.011,0.124,0.1,0.669
3088,0.012,0.017,0.149,0.023,0.799
3089,0.139,0.023,0.053,0.158,0.627
3090,0.541,0.001,0.022,0.265,0.171
3091,0.902,0,0.006,0.05,0.042
3092,0.249,0.001,0.081,0.47,0.199
3093,0.666,0,0.022,0.058,0.254
3094,0.341,0.002,0.04,0.182,0.435
3095,0.851,0,0.006,0.023,0.12
3096,0.057,0.017,0.158,0.333,0.435
3097,0.501,0.001,0.096,0.241,0.161
3098,0.167,0.006,0.031,0.238,0.558
3099,0.558,0,0.028,0.147,0.267
3100,0.064,0.016,0.036,0.318,0.566
3101,0.011,0.012,0.214,0.05,0.713
3102,0.353,0,0.056,0.341,0.25
3103,0.001,0.034,0.072,0.012,0.881
3104,0.058,0.007,0.085,0.386,0.464
3105,0.422,0.002,0.145,0.132,0.299
3106,0.055,0.003,0.128,0.592,0.222
3107,0.624,0.001,0.018,0.21,0.147
3108,0.494,0,0.002,0.014,0.49
3109,0.162,0.004,0.098,0.603,0.133
3110,0.097,0.049,0.055,0.119,0.68
3111,0.138,0.006,0.078,0.288,0.49
3112,0.215,0.011,0.242,0.14,0.392
3113,0.198,0,0.044,0.54,0.218
3114,0.22,0.01,0.375,0.103,0.292
3115,0.534,0.001,0.014,0.293,0.158
3116,0.022,0.008,0.15,0.045,0.775
3117,0.222,0.07,0.014,0.559,0.135
3118,0,0.024,0.081,0.009,0.886
3119,0.009,0.009,0.224,0.015,0.743
3120,0.306,0,0.047,0.305,0.342
3121,0.538,0.031,0.069,0.131,0.231
3122,0.003,0.054,0.054,0.015,0.874
3123,0.598,0.001,0.017,0.261,0.123
3124,0.116,0.01,0.089,0.064,0.721
3125,0.636,0,0.007,0.04,0.317
3126,0.233,0.06,0.147,0.028,0.532
3127,0.192,0.007,0.093,0.528,0.18
3128,0.009,0.014,0.185,0.044,0.748
3129,0.033,0.004,0.144,0.56,0.259
3130,0.68,0,0.008,0.103,0.209
3131,0.847,0.002,0.005,0.03,0.116
3132,0.519,0.001,0.001,0.041,0.438
3133,0.45,0,0.022,0.341,0.187
3134,0.51,0,0.006,0.298,0.186
3135,0.002,0.021,0.083,0.008,0.886
3136,0.162,0,0.006,0.187,0.645
3137,0.761,0.001,0.038,0.118,0.082
3138,0.176,0,0.077,0.477,0.27
3139,0.4,0.002,0.078,0.131,0.389
3140,0.979,0,0,0.013,0.008
3141,0.524,0,0.06,0.104,0.312
3142,0.514,0,0.012,0.217,0.257
3143,0.364,0,0.023,0.326,0.287
3144,0.006,0.007,0.138,0.033,0.816
3145,0.033,0.054,0.185,0.055,0.673
3146,0.005,0.009,0.031,0.028,0.927
3147,0.007,0.026,0.046,0.05,0.871
3148,0.001,0.016,0.162,0.008,0.813
3149,0.003,0.04,0.137,0.01,0.81
3150,0.351,0.001,0.06,0.305,0.283
3151,0.004,0.055,0.082,0.009,0.85
3152,0.178,0.008,0.09,0.07,0.654
3153,0.372,0,0.027,0.147,0.454
3154,0.502,0.004,0.033,0.347,0.114
3155,0.006,0.054,0.193,0.024,0.723
3156,0.099,0,0.135,0.44,0.326
3157,0.753,0.001,0.004,0.135,0.107
3158,0.697,0.002,0.028,0.047,0.226
3159,0.195,0.004,0.074,0.581,0.146
3160,0.026,0.011,0.06,0.053,0.85
3161,0.728,0,0.009,0.152,0.111
3162,0.073,0.017,0.123,0.415,0.372
3163,0.302,0,0.033,0.145,0.52
3164,0.683,0.001,0.014,0.03,0.272
3165,0.235,0.016,0.233,0.1,0.416
3166,0.321,0,0.114,0.416,0.149
3167,0,0.013,0.221,0.017,0.749
3168,0.738,0.004,0.035,0.017,0.206
3169,0.473,0,0.034,0.264,0.229
3170,0.001,0.019,0.134,0.015,0.831
3171,0.645,0,0.002,0.039,0.314
3172,0.307,0.001,0.048,0.377,0.267
3173,0.562,0.001,0.002,0.263,0.172
3174,0.153,0.084,0.043,0.012,0.708
3175,0.659,0.001,0.02,0.183,0.137
3176,0.741,0,0.023,0.029,0.207
3177,0.156,0.044,0.282,0.132,0.386
3178,0.437,0.002,0.048,0.116,0.397
3179,0.074,0.001,0.281,0.275,0.369
3180,0.044,0.005,0.115,0.427,0.409
3181,0.64,0.001,0.002,0.205,0.152
3182,0.002,0.01,0.079,0.013,0.896
3183,0.297,0,0.215,0.297,0.191
3184,0.626,0.002,0.023,0.247,0.102
3185,0.172,0.02,0.397,0.05,0.361
3186,0,0.011,0.094,0.006,0.889
3187,0.569,0.001,0.01,0.246,0.174
3188,0.043,0,0.399,0.212,0.346
3189,0.284,0.001,0.09,0.42,0.205
3190,0.011,0.021,0.144,0.024,0.8
3191,0.596,0.001,0.012,0.235,0.156
3192,0.062,0.103,0.115,0.011,0.709
3193,0.577,0.001,0.004,0.037,0.381
3194,0.772,0.001,0.011,0.029,0.187
3195,0.768,0,0.004,0.081,0.147
3196,0.27,0,0.048,0.441,0.241
3197,0.011,0.014,0.173,0.009,0.793
3198,0.679,0.002,0.021,0.162,0.136
3199,0.531,0,0.016,0.314,0.139
3200,0.052,0.001,0.297,0.41,0.24
3201,0.336,0.001,0.094,0.433,0.136
3202,0.292,0,0.065,0.334,0.309
3203,0.461,0,0.049,0.388,0.102
3204,0.377,0,0.033,0.272,0.318
3205,0.777,0,0.001,0.072,0.15
3206,0.47,0.004,0.041,0.208,0.277
3207,0.37,0,0.046,0.379,0.205
3208,0.32,0.007,0.028,0.467,0.178
3209,0.409,0,0.046,0.389,0.156
3210,0.011,0.048,0.149,0.015,0.777
3211,0.141,0.01,0.396,0.096,0.357
3212,0.34,0,0.03,0.509,0.121
3213,0.003,0.022,0.077,0.013,0.885
3214,0.633,0.001,0.02,0.177,0.169
3215,0.327,0.002,0.068,0.418,0.185
3216,0.537,0,0.021,0.204,0.238
3217,0.759,0.001,0.003,0.057,0.18
3218,0.33,0,0.032,0.423,0.215
3219,0.026,0.047,0.287,0.02,0.62
3220,0.001,0.075,0.134,0.004,0.786
3221,0.289,0.001,0.043,0.54,0.127
3222,0.003,0.019,0.197,0.016,0.765
3223,0.609,0,0.001,0.131,0.259
3224,0.608,0.001,0.01,0.202,0.179
3225,0.448,0,0.027,0.31,0.215
3226,0.474,0,0.046,0.108,0.372
3227,0.001,0.021,0.07,0.013,0.895
3228,0.425,0.002,0.012,0.238,0.323
3229,0.022,0.055,0.182,0.122,0.619
3230,0.201,0.001,0.111,0.567,0.12
3231,0.825,0,0.005,0.046,0.124
3232,0.486,0,0.053,0.071,0.39
3233,0.597,0,0.009,0.353,0.041
3234,0.015,0.008,0.161,0.024,0.792
3235,0.307,0.001,0.056,0.496,0.14
3236,0.464,0.001,0.032,0.327,0.176
3237,0.645,0.002,0.006,0.19,0.157
3238,0.264,0.003,0.06,0.428,0.245
3239,0.573,0,0.044,0.19,0.193
3240,0.388,0.001,0.05,0.419,0.142
3241,0.165,0,0.105,0.603,0.127
3242,0.213,0,0.17,0.522,0.095
3243,0.001,0.037,0.056,0.006,0.9
3244,0.856,0.004,0.004,0.03,0.106
3245,0.003,0.027,0.097,0.009,0.864
3246,0.238,0,0.072,0.436,0.254
3247,0,0.011,0.562,0.024,0.403
3248,0.843,0,0.004,0.019,0.134
3249,0.007,0.002,0.371,0.227,0.393
3250,0.678,0,0.011,0.134,0.177
3251,0.885,0.001,0.009,0.036,0.069
3252,0.002,0.041,0.123,0.016,0.818
3253,0.389,0.001,0.044,0.43,0.136
3254,0.005,0.015,0.315,0.025,0.64
3255,0.681,0,0.003,0.112,0.204
3256,0.397,0.001,0.039,0.189,0.374
3257,0.306,0,0.023,0.516,0.155
3258,0.806,0,0.004,0.08,0.11
3259,0.573,0,0.035,0.227,0.165
3260,0.188,0.001,0.16,0.47,0.181
3261,0.037,0.04,0.258,0.033,0.632
3262,0.327,0.001,0.007,0.072,0.593
3263,0.563,0,0.027,0.311,0.099
3264,0.318,0.001,0.042,0.356,0.283
3265,0.289,0.007,0.05,0.502,0.152
3266,0.8,0,0.005,0.102,0.093
3267,0.805,0.005,0.021,0.015,0.154
3268,0.136,0,0.091,0.61,0.163
3269,0.833,0,0.006,0.017,0.144
3270,0,0.027,0.107,0.006,0.86
3271,0.344,0,0.014,0.483,0.159
3272,0.001,0.02,0.083,0.006,0.89
3273,0.888,0,0.004,0.019,0.089
3274,0.556,0.001,0.033,0.242,0.168
3275,0.078,0.013,0.186,0.326,0.397
3276,0.042,0.002,0.204,0.249,0.503
3277,0.551,0.001,0.021,0.297,0.13
3278,0.689,0,0.003,0.16,0.148
3279,0.569,0,0.012,0.175,0.244
3280,0.024,0.044,0.094,0.015,0.823
3281,0.381,0,0.024,0.348,0.247
3282,0.528,0,0.031,0.355,0.086
3283,0.016,0.044,0.192,0.014,0.734
3284,0.271,0.001,0.022,0.536,0.17
3285,0.011,0.009,0.063,0.034,0.883
3286,0.845,0.001,0.001,0.028,0.125
3287,0.164,0.003,0.071,0.639,0.123
3288,0.394,0.004,0.118,0.262,0.222
3289,0.589,0.002,0.044,0.144,0.221
3290,0.702,0.002,0.04,0.07,0.186
3291,0.577,0.001,0.015,0.236,0.171
3292,0.713,0.001,0.02,0.176,0.09
3293,0.83,0.009,0.001,0.024,0.136
3294,0.193,0.05,0.069,0.018,0.67
3295,0.845,0.001,0.01,0.035,0.109
3296,0.774,0,0.013,0.032,0.181
3297,0.102,0.239,0.055,0.013,0.591
3298,0.599,0.001,0.018,0.215,0.167
3299,0.832,0,0.006,0.04,0.122
3300,0.005,0.072,0.039,0.07,0.814
3301,0.026,0.057,0.275,0.02,0.622
3302,0.267,0,0.01,0.14,0.583
3303,0.006,0.036,0.078,0.029,0.851
3304,0.929,0.001,0.02,0.013,0.037
3305,0.651,0.003,0.008,0.227,0.111
3306,0.624,0,0.005,0.088,0.283
3307,0.005,0.025,0.237,0.013,0.72
3308,0.452,0.017,0.034,0.02,0.477
3309,0.253,0.001,0.088,0.535,0.123
3310,0,0.006,0.048,0,0.946
3311,0.901,0.002,0.003,0.018,0.076
3312,0.002,0.018,0.089,0.051,0.84
3313,0.315,0,0.025,0.483,0.177
3314,0.367,0,0.03,0.356,0.247
3315,0.038,0.028,0.236,0.075,0.623
3316,0.392,0,0.035,0.4,0.173
3317,0.006,0.047,0.313,0.007,0.627
3318,0.104,0.174,0.038,0.012,0.672
3319,0.637,0.001,0.06,0.052,0.25
3320,0.387,0,0.045,0.458,0.11
3321,0.617,0,0.009,0.186,0.188
3322,0.835,0,0.01,0.05,0.105
3323,0.289,0,0.034,0.573,0.104
3324,0.706,0,0.004,0.162,0.128
3325,0.317,0,0.048,0.363,0.272
3326,0.43,0.003,0.072,0.088,0.407
3327,0.65,0.001,0.012,0.188,0.149
3328,0.619,0,0.006,0.289,0.086
3329,0.001,0.019,0.077,0.009,0.894
3330,0.07,0.003,0.085,0.269,0.573
3331,0.826,0.003,0.018,0.014,0.139
3332,0.293,0.004,0.034,0.618,0.051
3333,0.516,0,0.029,0.259,0.196
3334,0.276,0.058,0.035,0.047,0.584
3335,0.689,0,0.007,0.049,0.255
3336,0.306,0,0.013,0.202,0.479
3337,0.148,0.003,0.074,0.206,0.569
3338,0.398,0,0.103,0.341,0.158
3339,0.013,0.048,0.206,0.013,0.72
3340,0.59,0,0.008,0.03,0.372
3341,0.472,0,0.033,0.38,0.115
3342,0.521,0.002,0.039,0.199,0.239
3343,0.017,0.008,0.354,0.018,0.603
3344,0.377,0,0.038,0.336,0.249
3345,0.724,0,0.01,0.204,0.062
3346,0.151,0.023,0.051,0.02,0.755
3347,0.047,0.001,0.248,0.437,0.267
3348,0.637,0.044,0.062,0.114,0.143
3349,0.352,0,0.088,0.352,0.208
3350,0.455,0.007,0.129,0.072,0.337
3351,0.547,0,0.02,0.292,0.141
3352,0.613,0,0.015,0.231,0.141
3353,0.006,0.011,0.282,0.045,0.656
3354,0.387,0,0.052,0.398,0.163
3355,0.061,0.007,0.041,0.4,0.491
3356,0.022,0.014,0.163,0.069,0.732
3357,0.849,0,0.01,0.042,0.099
3358,0.275,0,0.031,0.092,0.602
3359,0.831,0.003,0.018,0.013,0.135
3360,0.537,0.001,0.02,0.045,0.397
3361,0.102,0.029,0.152,0.111,0.606
3362,0.575,0.004,0.023,0.061,0.337
3363,0.005,0.014,0.316,0.02,0.645
3364,0.776,0,0.003,0.036,0.185
3365,0.584,0,0.038,0.098,0.28
3366,0.734,0.001,0.018,0.146,0.101
3367,0.891,0,0.01,0.022,0.077
3368,0.024,0.009,0.364,0.03,0.573
3369,0.527,0,0.025,0.226,0.222
3370,0.705,0,0.007,0.17,0.118
3371,0.478,0,0.006,0.081,0.435
3372,0.618,0,0.004,0.09,0.288
3373,0.19,0.006,0.113,0.6,0.091
3374,0.034,0.005,0.315,0.045,0.601
3375,0,0.011,0.088,0.012,0.889
3376,0,0.014,0.061,0.022,0.903
3377,0.697,0,0.003,0.063,0.237
3378,0.871,0.006,0.011,0.013,0.099
3379,0.211,0.002,0.074,0.539,0.174
3380,0.06,0.004,0.138,0.474,0.324
3381,0.829,0,0.007,0.033,0.131
3382,0.38,0,0.025,0.322,0.273
3383,0.004,0.018,0.204,0.021,0.753
3384,0.723,0.002,0.02,0.016,0.239
3385,0.33,0.001,0.095,0.394,0.18
3386,0.817,0.001,0.002,0.048,0.132
3387,0.011,0.028,0.21,0.025,0.726
3388,0.069,0.068,0.091,0.019,0.753
3389,0.315,0.082,0.04,0.016,0.547
3390,0.487,0,0.008,0.409,0.096
3391,0.003,0.03,0.176,0.019,0.772
3392,0.019,0.016,0.417,0.016,0.532
3393,0.348,0,0.008,0.132,0.512
3394,0.057,0.017,0.132,0.356,0.438
3395,0.698,0.001,0.002,0.11,0.189
3396,0.251,0.049,0.03,0.019,0.651
3397,0.8,0.002,0,0.108,0.09
3398,0.932,0,0.006,0.02,0.042
3399,0.247,0.009,0.173,0.038,0.533
3400,0.259,0.001,0.078,0.507,0.155
3401,0.854,0.002,0.019,0.009,0.116
3402,0.858,0.004,0.009,0.023,0.106
3403,0.272,0,0.026,0.42,0.282
3404,0.307,0.04,0.051,0.014,0.588
3405,0.582,0.002,0.014,0.047,0.355
3406,0.038,0.002,0.076,0.745,0.139
3407,0.001,0.023,0.079,0.016,0.881
3408,0.423,0,0.063,0.416,0.098
3409,0.34,0,0.007,0.198,0.455
3410,0.021,0.012,0.078,0.059,0.83
3411,0.01,0.031,0.362,0.016,0.581
3412,0.239,0.005,0.068,0.556,0.132
3413,0.427,0,0.015,0.379,0.179
3414,0.544,0,0.013,0.242,0.201
3415,0.494,0,0.017,0.385,0.104
3416,0.844,0.001,0.007,0.036,0.112
3417,0.167,0.067,0.059,0.096,0.611
3418,0.126,0.004,0.072,0.017,0.781
3419,0,0.019,0.119,0.006,0.856
3420,0.039,0.004,0.141,0.428,0.388
3421,0.589,0,0.014,0.275,0.122
3422,0.163,0.055,0.092,0.02,0.67
3423,0.403,0.007,0.045,0.312,0.233
3424,0.038,0.04,0.088,0.011,0.823
3425,0.05,0.005,0.103,0.465,0.377
3426,0.117,0.039,0.085,0.024,0.735
3427,0.37,0.007,0.028,0.351,0.244
3428,0.685,0.001,0.008,0.092,0.214
3429,0.012,0.008,0.158,0.022,0.8
3430,0.641,0.001,0.022,0.228,0.108
3431,0.75,0.006,0.018,0.024,0.202
3432,0.819,0,0.006,0.039,0.136
3433,0.266,0.003,0.035,0.557,0.139
3434,0.799,0,0.001,0.027,0.173
3435,0.001,0.037,0.107,0.009,0.846
3436,0.668,0,0.005,0.169,0.158
3437,0.324,0.002,0.029,0.52,0.125
3438,0.253,0.001,0.063,0.497,0.186
3439,0.584,0.001,0.01,0.277,0.128
3440,0.321,0,0.034,0.104,0.541
3441,0.045,0.005,0.126,0.441,0.383
3442,0.012,0.005,0.445,0.176,0.362
3443,0.219,0.001,0.086,0.556,0.138
3444,0.108,0.004,0.07,0.34,0.478
3445,0.327,0.001,0.058,0.498,0.116
3446,0.371,0.001,0.026,0.513,0.089
3447,0.05,0.015,0.128,0.482,0.325
3448,0.589,0,0.019,0.068,0.324
3449,0.021,0.009,0.107,0.204,0.659
3450,0.512,0,0.008,0.018,0.462
3451,0.627,0.001,0.007,0.073,0.292
3452,0.672,0.002,0.035,0.044,0.247
3453,0.734,0.001,0.003,0.097,0.165
3454,0.02,0.154,0.158,0.016,0.652
3455,0.438,0.002,0.014,0.445,0.101
3456,0.932,0,0.005,0.013,0.05
3457,0.79,0.001,0.011,0.048,0.15
3458,0.299,0,0.06,0.384,0.257
